Customer ID,TotalPrice,Segment
12907.0,508.91,Medium Value
12908.0,1776.0,High Value
12909.0,3103.19,High Value
12910.0,5796.52,High Value
12911.0,1651.72,High Value
12912.0,1662.3,High Value
12913.0,6283.24,High Value
12914.0,223.98,Low Value
12915.0,975.1,Medium Value
12916.0,4479.73,High Value
12917.0,4359.2,High Value
12918.0,10953.5,High Value
12919.0,1335.19,High Value
12920.0,486.64,Low Value
12921.0,35233.24,High Value
12922.0,405.38,Low Value
12923.0,770.42,Medium Value
12924.0,2469.4,High Value
12925.0,729.3299999999999,Medium Value
12926.0,1523.97,High Value
12927.0,197.31,Low Value
12928.0,4304.89,High Value
12929.0,117.85,Low Value
12930.0,415.8,Low Value
12931.0,92347.34,High Value
12932.0,1698.56,High Value
12933.0,1636.6299999999999,High Value
12934.0,181.65,Low Value
12935.0,4243.86,High Value
12936.0,1063.9,High Value
12937.0,3097.61,High Value
12938.0,114.14,Low Value
12939.0,25264.8,High Value
12940.0,899.69,Medium Value
12941.0,377.49,Low Value
12942.0,675.6,Medium Value
12943.0,496.5,Low Value
12944.0,604.51,Medium Value
12945.0,900.11,Medium Value
12946.0,324.45,Low Value
12947.0,1603.99,High Value
12948.0,2317.43,High Value
12949.0,15526.7,High Value
12950.0,1843.0,High Value
12951.0,3213.7200000000003,High Value
12952.0,1387.79,High Value
12953.0,828.8100000000001,Medium Value
12954.0,162.45,Low Value
12955.0,4757.16,High Value
12956.0,521.89,Medium Value
12957.0,8706.97,High Value
12958.0,467.34,Low Value
12959.0,150.95,Low Value
12960.0,1322.07,High Value
12961.0,211.99,Low Value
12962.0,266.39,Low Value
12963.0,3235.79,High Value
12964.0,132.24,Low Value
12965.0,769.8100000000001,Medium Value
12966.0,160.18,Low Value
12967.0,2938.52,High Value
12968.0,135.95,Low Value
12969.0,122.45,Low Value
12970.0,1453.6,High Value
12971.0,15704.6,High Value
12972.0,1161.2,High Value
12973.0,385.55,Low Value
12974.0,408.95,Low Value
12975.0,2100.09,High Value
12976.0,3156.38,High Value
12977.0,513.88,Medium Value
12978.0,2502.82,High Value
12979.0,517.7,Medium Value
12980.0,16245.78,High Value
12981.0,372.21999999999997,Low Value
12982.0,2744.81,High Value
12983.0,490.08000000000004,Low Value
12984.0,97.5,Low Value
12985.0,1239.38,High Value
12986.0,2729.84,High Value
12987.0,1312.21,High Value
12988.0,505.82,Medium Value
12989.0,13551.75,High Value
12990.0,955.5,Medium Value
12991.0,764.82,Medium Value
12992.0,93.35000000000001,Low Value
12993.0,1259.6299999999999,High Value
12994.0,974.4200000000001,Medium Value
12995.0,211.32,Low Value
12996.0,355.5,Low Value
12997.0,2110.91,High Value
12998.0,920.08,Medium Value
12999.0,455.88,Low Value
13000.0,1032.5,High Value
13001.0,24042.65,High Value
13002.0,414.13,Low Value
13003.0,149.05,Low Value
13004.0,11650.85,High Value
13005.0,999.68,Medium Value
13006.0,81.57,Low Value
13007.0,175.25,Low Value
13008.0,612.13,Medium Value
13009.0,234.0,Low Value
13010.0,330.12,Low Value
13011.0,50.550000000000004,Low Value
13012.0,2957.83,High Value
13013.0,11097.43,High Value
13014.0,5381.08,High Value
13015.0,6579.78,High Value
13016.0,789.89,Medium Value
13017.0,204.0,Low Value
13018.0,9763.16,High Value
13019.0,1229.95,High Value
13020.0,618.96,Medium Value
13021.0,4887.24,High Value
13022.0,65.3,Low Value
13023.0,1449.03,High Value
13024.0,555.87,Medium Value
13025.0,323.39,Low Value
13026.0,1733.08,High Value
13027.0,17239.2,High Value
13028.0,661.3199999999999,Medium Value
13029.0,1927.3,High Value
13030.0,752.4399999999999,Medium Value
13031.0,3292.84,High Value
13032.0,2815.96,High Value
13033.0,220.55,Low Value
13034.0,756.82,Medium Value
13035.0,1364.2,High Value
13036.0,307.1,Low Value
13037.0,3914.9500000000003,High Value
13038.0,908.46,Medium Value
13039.0,1010.73,High Value
13040.0,676.99,Medium Value
13041.0,799.13,Medium Value
13042.0,1488.59,High Value
13043.0,516.42,Medium Value
13044.0,4848.05,High Value
13045.0,808.92,Medium Value
13046.0,949.25,Medium Value
13047.0,8428.53,High Value
13048.0,4049.13,High Value
13049.0,1408.24,High Value
13050.0,11986.52,High Value
13051.0,155.8,Low Value
13052.0,3119.33,High Value
13053.0,127.65,Low Value
13055.0,2321.11,High Value
13056.0,209.48,Low Value
13057.0,709.59,Medium Value
13058.0,271.40000000000003,Low Value
13059.0,2291.77,High Value
13060.0,307.53,Low Value
13061.0,248.61,Low Value
13062.0,346.98,Low Value
13063.0,188.4,Low Value
13064.0,1666.8400000000001,High Value
13065.0,1055.05,High Value
13066.0,470.8,Low Value
13067.0,508.51,Medium Value
13068.0,344.0,Low Value
13069.0,9284.45,High Value
13070.0,751.7,Medium Value
13071.0,129.22,Low Value
13072.0,177.15,Low Value
13073.0,418.08,Low Value
13074.0,1378.74,High Value
13075.0,919.61,Medium Value
13076.0,135.4,Low Value
13077.0,2740.65,High Value
13078.0,29018.06,High Value
13079.0,419.18,Low Value
13080.0,280.73,Low Value
13081.0,56838.37,High Value
13082.0,7335.75,High Value
13083.0,395.43,Low Value
13084.0,122.39999999999999,Low Value
13085.0,2433.28,High Value
13086.0,439.33000000000004,Low Value
13087.0,313.64,Low Value
13088.0,236.11,Low Value
13089.0,113416.91,High Value
13090.0,13091.74,High Value
13091.0,2321.82,High Value
13092.0,2140.28,High Value
13093.0,54144.25,High Value
13094.0,2209.44,High Value
13095.0,74.39999999999999,Low Value
13096.0,419.70000000000005,Low Value
13097.0,13324.1,High Value
13098.0,28882.44,High Value
13099.0,207.35999999999999,Low Value
13101.0,695.4,Medium Value
13102.0,11380.1,High Value
13103.0,709.64,Medium Value
13104.0,1709.1,High Value
13105.0,72.0,Low Value
13106.0,603.46,Medium Value
13107.0,5253.07,High Value
13108.0,748.46,Medium Value
13109.0,1134.03,High Value
13110.0,2957.4700000000003,High Value
13111.0,321.88000000000005,Low Value
13112.0,20.6,Low Value
13113.0,18230.07,High Value
13114.0,234.38,Low Value
13115.0,5494.7,High Value
13116.0,501.14,Medium Value
13117.0,2255.66,High Value
13118.0,2415.41,High Value
13119.0,134.9,Low Value
13120.0,30.599999999999998,Low Value
13121.0,283.73,Low Value
13122.0,922.39,Medium Value
13123.0,506.75,Medium Value
13124.0,4641.66,High Value
13125.0,148.62,Low Value
13126.0,3774.81,High Value
13127.0,259.17,Low Value
13128.0,263.5,Low Value
13129.0,233.25,Low Value
13130.0,64.0,Low Value
13131.0,3313.77,High Value
13132.0,77.3,Low Value
13133.0,200.45000000000002,Low Value
13134.0,2475.23,High Value
13135.0,3371.45,High Value
13136.0,6274.56,High Value
13137.0,7586.94,High Value
13138.0,1274.01,High Value
13139.0,8202.98,High Value
13140.0,1054.92,High Value
13141.0,7656.08,High Value
13142.0,307.09,Low Value
13143.0,405.1,Low Value
13144.0,135.35,Low Value
13145.0,1128.52,High Value
13146.0,228.91,Low Value
13147.0,712.8000000000001,Medium Value
13148.0,8497.82,High Value
13149.0,1676.06,High Value
13150.0,449.96999999999997,Low Value
13151.0,2465.21,High Value
13152.0,2146.38,High Value
13153.0,486.22,Low Value
13154.0,1624.84,High Value
13155.0,1370.48,High Value
13156.0,1586.54,High Value
13157.0,5687.36,High Value
13158.0,1508.18,High Value
13159.0,1429.35,High Value
13160.0,91.8,Low Value
13161.0,472.13,Low Value
13162.0,9275.49,High Value
13163.0,17.65,Low Value
13164.0,372.2,Low Value
13165.0,1451.16,High Value
13166.0,875.93,Medium Value
13167.0,1125.15,High Value
13168.0,1840.73,High Value
13169.0,840.08,Medium Value
13170.0,108.81,Low Value
13171.0,468.41,Low Value
13172.0,69.6,Low Value
13173.0,2399.82,High Value
13174.0,7995.36,High Value
13175.0,831.45,Medium Value
13176.0,481.49,Low Value
13177.0,512.2,Medium Value
13178.0,14059.19,High Value
13179.0,572.3100000000001,Medium Value
13180.0,86.10000000000001,Low Value
13181.0,359.69,Low Value
13182.0,121.18,Low Value
13183.0,7036.18,High Value
13184.0,1668.95,High Value
13185.0,71.4,Low Value
13186.0,1575.89,High Value
13187.0,341.36,Low Value
13188.0,114.60000000000001,Low Value
13189.0,260.68,Low Value
13190.0,570.66,Medium Value
13191.0,164.69,Low Value
13192.0,2558.58,High Value
13193.0,112.08,Low Value
13194.0,472.78,Low Value
13195.0,136.73,Low Value
13196.0,3068.84,High Value
13197.0,373.01000000000005,Low Value
13198.0,4974.2300000000005,High Value
13199.0,15964.210000000001,High Value
13200.0,870.09,Medium Value
13201.0,1233.06,High Value
13202.0,1580.3,High Value
13203.0,2648.25,High Value
13204.0,966.6600000000001,Medium Value
13205.0,2803.2,High Value
13206.0,8308.19,High Value
13207.0,535.86,Medium Value
13208.0,1976.3,High Value
13209.0,8509.51,High Value
13210.0,353.48,Low Value
13211.0,2618.77,High Value
13212.0,786.83,Medium Value
13213.0,3851.52,High Value
13214.0,3264.23,High Value
13215.0,81.6,Low Value
13216.0,333.74,Low Value
13217.0,666.48,Medium Value
13218.0,62.63999999999999,Low Value
13219.0,76.23,Low Value
13220.0,1336.0900000000001,High Value
13221.0,847.41,Medium Value
13222.0,88.5,Low Value
13223.0,969.1200000000001,Medium Value
13224.0,2155.95,High Value
13225.0,16260.07,High Value
13226.0,312.46,Low Value
13227.0,257.7,Low Value
13228.0,358.0,Low Value
13229.0,160.95,Low Value
13230.0,6120.01,High Value
13232.0,1328.35,High Value
13233.0,1176.46,High Value
13234.0,346.5,Low Value
13235.0,1031.07,High Value
13236.0,744.85,Medium Value
13237.0,643.0,Medium Value
13238.0,1006.63,High Value
13239.0,1594.69,High Value
13240.0,1475.79,High Value
13241.0,112.53,Low Value
13242.0,699.4,Medium Value
13243.0,1220.38,High Value
13244.0,121.74000000000001,Low Value
13245.0,989.22,Medium Value
13246.0,3351.75,High Value
13247.0,501.12,Medium Value
13248.0,465.68,Low Value
13249.0,1608.93,High Value
13250.0,253.09,Low Value
13251.0,252.68,Low Value
13252.0,399.3,Low Value
13253.0,2951.11,High Value
13254.0,51.410000000000004,Low Value
13255.0,678.76,Medium Value
13257.0,149.75,Low Value
13258.0,1009.43,High Value
13259.0,1402.54,High Value
13260.0,557.62,Medium Value
13261.0,944.1,Medium Value
13262.0,573.45,Medium Value
13263.0,8676.2,High Value
13264.0,722.5600000000001,Medium Value
13265.0,2092.66,High Value
13266.0,6135.04,High Value
13267.0,9429.81,High Value
13268.0,3174.75,High Value
13269.0,8537.32,High Value
13270.0,590.0,Medium Value
13271.0,211.49,Low Value
13272.0,276.56,Low Value
13273.0,138.98,Low Value
13274.0,360.85,Low Value
13275.0,238.86,Low Value
13276.0,1891.91,High Value
13277.0,523.3,Medium Value
13278.0,1435.85,High Value
13279.0,137.75,Low Value
13280.0,2293.33,High Value
13281.0,350.85,Low Value
13282.0,1313.19,High Value
13283.0,373.36,Low Value
13284.0,201.19,Low Value
13285.0,3364.59,High Value
13286.0,734.91,Medium Value
13287.0,781.59,Medium Value
13288.0,927.61,Medium Value
13289.0,307.95,Low Value
13290.0,208.63,Low Value
13291.0,3270.79,High Value
13292.0,994.51,Medium Value
13293.0,1192.94,High Value
13294.0,1689.53,High Value
13295.0,1101.97,High Value
13296.0,792.51,Medium Value
13297.0,4368.62,High Value
13298.0,360.0,Low Value
13299.0,1218.7,High Value
13300.0,1285.51,High Value
13301.0,618.09,Medium Value
13302.0,159.2,Low Value
13303.0,61.72,Low Value
13304.0,1217.99,High Value
13305.0,3616.41,High Value
13306.0,53.65,Low Value
13307.0,273.34,Low Value
13308.0,1670.3700000000001,High Value
13309.0,1706.3700000000001,High Value
13310.0,1541.2,High Value
13311.0,598.57,Medium Value
13312.0,124.75,Low Value
13313.0,3445.32,High Value
